id,date,user,pc,file_tree,activity
{B7T2-I7ZV27WW-6286WVYF},01-04-2010 12:29,IEM1925,PC-7488,,Disconnect
{Z2N8-S7SP98GI-8229SVXP},01-04-2010 12:29,RPW0421,PC-2218,,Disconnect
{A4I1-R7DQ11SF-5764IWHD},01-04-2010 12:29,SGB1797,PC-2856,R:\;R:\352CX79;R:\52N5237;R:\83vTl51;R:\98Y5357;R:\SGB1797,Connect
{M4J9-S1BA62JR-8366RHDG},01-04-2010 12:29,EXF1848,PC-6795,,Disconnect
{H0B9-X7LB62YZ-4115LTOG},01-04-2010 12:29,GAM3824,PC-5880,,Disconnect
{O1G3-A0AI10LK-0830RHSO},01-04-2010 12:29,KKF0303,PC-3082,,Disconnect
{W9M3-W3QO94HQ-3728PEIX},01-04-2010 12:29,DTA2648,PC-4856,,Disconnect
{A2W6-A3YD99WZ-1942VVEH},01-04-2010 12:29,YRS2977,PC-4256,,Disconnect
{Y3U5-N1YN51QC-3100IUMJ},01-04-2010 12:29,GHA2506,PC-0776,R:\;R:\GHA2506,Connect
{Q9F6-T1EG70TO-9267KCQK},01-04-2010 12:29,AIP0184,PC-2225,R:\;R:\AIP0184,Connect
{F5T0-E2QK44BG-2274DNAG},01-04-2010 12:30,QAJ1379,PC-2152,,Disconnect
{E0W2-Z9HR04IN-3057NHVO},01-04-2010 12:30,YCW3131,PC-6192,R:\;R:\13Wxq61;R:\28bj723;R:\YCW3131,Connect
{O5A6-R7EN62GT-3511XBRL},01-04-2010 12:30,OVR3330,PC-2929,R:\;R:\OVR3330,Connect
{S9L7-B6UK23NS-1304YDYQ},01-04-2010 12:30,CAS2206,PC-5875,R:\;R:\26yGpQ0;R:\65D72y6;R:\CAS2206,Connect
{E1E3-N5BP90TU-7501MWOA},01-04-2010 12:30,SBB1748,PC-3684,,Disconnect
{O6G3-P6PM35DL-8599STDC},01-04-2010 12:30,SJS3122,PC-9509,R:\;R:\35nk9x2;R:\66xz6R2;R:\SJS3122,Connect
{Y5O9-J9IZ74BU-9290PUBG},01-04-2010 12:30,AIP0184,PC-2225,,Disconnect
{X0Y0-C2DR27UK-5600RPQY},01-04-2010 12:31,DLL3592,PC-9615,,Disconnect
{K6H3-E5ZE88CE-7188BKUN},01-04-2010 12:31,HCL2011,PC-6428,,Disconnect
{A4L3-B8ST65IX-5912VRXN},01-04-2010 12:31,JCL2626,PC-9929,,Disconnect
{H6J8-E2AU94OF-9322XISW},01-04-2010 12:32,JRD1497,PC-0281,R:\;R:\29M4547;R:\979Hm19;R:\JRD1497,Connect
{K7U3-I9LR91MK-9853TWYE},01-04-2010 12:32,GTG1175,PC-4456,,Disconnect
{Z9J1-O3UX63IY-7208QVQB},01-04-2010 12:32,EBJ1378,PC-6081,,Disconnect
{L1S7-N3ZD42UE-1394VHMO},01-04-2010 12:32,CTH1005,PC-6458,R:\;R:\37z9Q45;R:\87kPfG0;R:\CTH1005,Connect
{G1X2-T6JY90XK-5476MPJO},01-04-2010 12:32,WWD0136,PC-8251,,Disconnect
{L4A7-K3QT94UU-6773PBJA},01-04-2010 12:32,KCO0610,PC-6779,,Disconnect
{P9Q4-I1IE21SS-2579PNGL},01-04-2010 12:32,KCW2926,PC-8796,R:\;R:\KCW2926,Connect
{O8I3-Y3YL86JI-6686QPLB},01-04-2010 12:32,PKG0523,PC-9974,,Disconnect
{G3J6-R1WA23XF-6406JVUX},01-04-2010 12:33,YCW3131,PC-6192,,Disconnect
{J6B1-T6EJ80XG-0802ZMYC},01-04-2010 12:33,ARM3724,PC-4713,R:\;R:\ARM3724,Connect
{S4D3-V4XQ97UL-2908TBSY},01-04-2010 12:33,PES2571,PC-0251,,Disconnect
{J9U8-G3JP76NG-8377VKBT},01-04-2010 12:33,EVC1380,PC-1873,R:\;R:\192jHn8;R:\47tG993;R:\53dqhb0;R:\EVC1380,Connect
{P6L5-E6KE97ST-2799RVUT},01-04-2010 12:33,DAM3983,PC-1527,R:\;R:\41Np373;R:\488Nln8;R:\715Nx89;R:\86wb863;R:\DAM3983,Connect
{U7L9-L7KR95QO-1852GFZM},01-04-2010 12:33,OWW2268,PC-5564,,Disconnect
{N2V2-E5XR82RK-3136CQWI},01-04-2010 12:34,GLV1226,PC-9514,R:\;R:\GLV1226,Connect
{E6N9-B1SB15CV-2518WRMF},01-04-2010 12:34,HSG0209,PC-0098,R:\;R:\544GG39;R:\HSG0209,Connect
{R0C2-R5UE02FF-3964WHUO},01-04-2010 12:34,SBB1748,PC-3684,R:\;R:\898RwH8;R:\SBB1748,Connect
{W4L7-U4KO00YB-6263RVOI},01-04-2010 12:34,CKG0305,PC-4087,R:\;R:\16hllp0;R:\49p9k25;R:\62Hk463;R:\88kvFx0;R:\CKG0305,Connect
{M7D3-O6ON93LO-6803ERFS},01-04-2010 12:34,BEP2441,PC-5410,,Disconnect
{P2L1-M8MR69PX-3403TUVA},01-04-2010 12:35,EVC1380,PC-1873,,Disconnect
{C3W0-S3DZ33FW-9003PLPW},01-04-2010 12:35,DEA2497,PC-6057,,Disconnect
{R2E4-B2TT58VD-4890MTCA},01-04-2010 12:35,MDB2114,PC-4789,R:\;R:\23ZnB81;R:\63GQn41;R:\83Y7Zf4;R:\MDB2114,Connect
{S7S5-A0BO90WV-7300FXVZ},01-04-2010 12:35,SBB1748,PC-3684,,Disconnect
{W6C1-A9QL20UD-1480PUXU},01-04-2010 12:35,IEM1925,PC-7488,R:\;R:\43c5H35;R:\IEM1925,Connect
{O7T0-P8YU20PM-1585IUIH},01-04-2010 12:36,NAB2767,PC-0227,R:\;R:\49KG4s2;R:\56B1577;R:\64c2347;R:\71W42W6;R:\NAB2767,Connect
{D4Y2-H3DA76BP-4098CLRD},01-04-2010 12:36,CTS3428,PC-4598,,Disconnect
{E3Z2-V4DH85RV-4207FONF},01-04-2010 12:36,GLV1226,PC-9514,,Disconnect
{M3S8-U6DE30NQ-7151GQDE},01-04-2010 12:36,GHA2506,PC-0776,,Disconnect
{W2E2-W2SJ07DO-1522YEUL},01-04-2010 12:36,MHP1692,PC-0007,R:\;R:\86XR2Y2;R:\MHP1692,Connect
{N7F6-L3HF26JC-0300GKZA},01-04-2010 12:36,MRB0178,PC-7966,,Disconnect
{M9X8-N0MD90YR-7201QILQ},01-04-2010 12:37,APO1524,PC-8823,R:\;R:\12m3CD4;R:\93hr2L2;R:\96v5p35;R:\APO1524,Connect
{C0C4-Z3RN32VB-7187QPVO},01-04-2010 12:37,CCR3246,PC-5457,,Disconnect
{H7B2-Q2JS94VX-3496MKAH},01-04-2010 12:37,HSG0209,PC-0098,,Disconnect
{E7X5-I2SK66VT-9535OWTT},01-04-2010 12:37,JIS3135,PC-7515,R:\;R:\12B1w25;R:\25Yn433;R:\JIS3135,Connect
{N7Y7-T5LQ75AJ-8834FDGW},01-04-2010 12:37,STH2849,PC-2145,R:\;R:\62c4xX4;R:\747ZN79;R:\STH2849,Connect
{D4N7-U7TC97HL-6874DSHA},01-04-2010 12:37,UMP0532,PC-1797,,Disconnect
{D0Z9-Q8HO29JF-7838FTXY},01-04-2010 12:38,ING3393,PC-2927,R:\;R:\59pH893;R:\73YY873;R:\855KB39;R:\ING3393,Connect
{T1I0-B2WE14TZ-2215VGZI},01-04-2010 12:38,BZD3640,PC-3239,R:\;R:\62Jjtk0;R:\BZD3640,Connect
{I5U5-P9FC26II-5092KVHP},01-04-2010 12:38,AIP0184,PC-2225,R:\;R:\AIP0184,Connect
{P1Y4-C5OF63MF-0768DSYH},01-04-2010 12:38,HMV3017,PC-0903,R:\;R:\42Dvdy0;R:\48wGj51;R:\93y6697;R:\HMV3017,Connect
{I8W2-N1GP58KC-5311VNCX},01-04-2010 12:38,STH2849,PC-2145,,Disconnect
{F9R2-H8IE06EP-7904OTJJ},01-04-2010 12:38,HLJ2872,PC-6614,R:\;R:\39GX9D2;R:\514BbN8;R:\53Gq7p2;R:\83D5937;R:\HLJ2872,Connect
{S3B2-Q5PM15VZ-5188JYDF},01-04-2010 12:39,GSG0862,PC-4752,,Disconnect
{S5P9-M1RI79KZ-2942KEOV},01-04-2010 12:39,DHB0123,PC-2623,,Disconnect
{U8W6-M1RY96HE-0206NOFD},01-04-2010 12:39,SCY0747,PC-2153,,Disconnect
{V5R9-R8JH48ZT-5201VBUW},01-04-2010 12:39,VAG3607,PC-7803,R:\;R:\69Bjkj0;R:\97c5677;R:\VAG3607,Connect
{X6R8-Y1TP39XR-0001BRYQ},01-04-2010 12:39,RJS0853,PC-9388,,Disconnect
{W6W2-D8EO63BJ-3534BTEU},01-04-2010 12:39,CLW2894,PC-4639,,Disconnect
{E2M3-K2UP21HW-7409JIZA},01-04-2010 12:39,SDB0283,PC-4385,R:\;R:\SDB0283,Connect
{O7R1-B3UN65PY-4859ZYVT},01-04-2010 12:39,OVR3330,PC-2929,,Disconnect
{M0F0-U2US35UM-9086RHLH},01-04-2010 12:39,LHM2675,PC-0687,R:\;R:\LHM2675,Connect
{Q8Z8-A7EN81OT-5452HGJK},01-04-2010 12:39,RMC1444,PC-3993,R:\;R:\27q1jL4;R:\RMC1444,Connect
{E1D0-I2AR56OX-6701XLKM},01-04-2010 12:40,CLT1449,PC-9672,,Disconnect
{J2V6-N2SQ67SG-8107KDIF},01-04-2010 12:40,ADL2020,PC-1031,R:\;R:\21KkPz0;R:\62nY8J2;R:\ADL2020,Connect
{T3S1-Q9QP19YL-4621QFPE},01-04-2010 12:41,MKW2105,PC-8771,R:\;R:\MKW2105,Connect
{R0J6-R0ZI57UQ-2008XVNR},01-04-2010 12:41,ADL2020,PC-1031,,Disconnect
{T4Q4-G4MC42KM-8090YQTI},01-04-2010 12:41,ADL2020,PC-1031,R:\;R:\21KkPz0;R:\62nY8J2;R:\ADL2020,Connect
{E3Y4-T2TX04DG-4114LMUZ},01-04-2010 12:41,APM1561,PC-2650,,Disconnect
{A5B1-M1NW00WE-3499WVLT},01-04-2010 12:41,RTN3211,PC-8086,R:\;R:\28Mf553;R:\46mC8M2;R:\54ZbX21;R:\56mSh21;R:\RTN3211,Connect
{F0Z1-S3IP18LZ-4806NEBC},01-04-2010 12:41,ADL2020,PC-1031,,Disconnect
{B8D8-K2XA94YL-2818ABOM},01-04-2010 12:41,AFW2487,PC-3129,R:\;R:\38X1mf4;R:\567dPp8;R:\98SV4f2;R:\99n4187;R:\AFW2487,Connect
{J7S0-B0NC79LQ-5485MWDF},01-04-2010 12:42,ADL2020,PC-1031,R:\;R:\21KkPz0;R:\62nY8J2;R:\ADL2020,Connect
{C3U0-Q0FA97UL-8377SDBR},01-04-2010 12:42,CAH0440,PC-7210,R:\;R:\42mzCW0;R:\56HXGv0;R:\96c6Gh4;R:\99s3QR4;R:\CAH0440,Connect
{E4H2-Q0YC36PX-3910OKFD},01-04-2010 12:42,AIP0184,PC-2225,,Disconnect
{M4Y8-A0YT17CG-8527RLFK},01-04-2010 12:42,PKG0523,PC-9974,R:\;R:\12Qz613;R:\49b1h45;R:\52tP2S2;R:\PKG0523,Connect
{G2I3-E1RQ65GB-7249KPMB},01-04-2010 12:42,VAC3318,PC-8172,,Disconnect
{D3G7-K6TK34GN-1473MZSB},01-04-2010 12:42,IEM1925,PC-7488,,Disconnect
{J8E2-S6ZD23XH-1203FOMF},01-04-2010 12:42,CAS2206,PC-5875,,Disconnect
{Z6I4-N9NH10OZ-0554VEUH},01-04-2010 12:43,HYW0980,PC-3704,,Disconnect
{F9A0-K6VG20ZK-0914YEWH},01-04-2010 12:43,IFB3864,PC-5027,,Disconnect
{C8S2-E0CO57IX-3211PQQQ},01-04-2010 12:43,WAM3564,PC-7509,R:\;R:\22Sk923;R:\32W3Y25;R:\47v2tl4;R:\97n13k6;R:\WAM3564,Connect
{C5A0-J7MD91SA-5800YXQE},01-04-2010 12:43,PWE1562,PC-5650,R:\;R:\59D6f25;R:\62lk5g2;R:\63y63T6;R:\PWE1562,Connect
{K2U5-Q1MO18QC-6632PDUT},01-04-2010 12:43,ADL2020,PC-1031,,Disconnect
{I6F2-Q9AE35GH-6167TDRY},01-04-2010 12:43,CBB2256,PC-8467,R:\;R:\CBB2256,Connect
{H9Q9-U6SF78IV-4213ZVTR},01-04-2010 12:43,SJS3122,PC-9509,,Disconnect
{F9H9-O7TO33QQ-2705TMCC},01-04-2010 12:43,MOG2500,PC-8544,,Disconnect
{N4W0-Y2TO18SP-1780UUMS},01-04-2010 12:43,JJF3233,PC-5293,,Disconnect
{Q8Q7-J3MW71DI-3093TFGK},01-04-2010 12:43,ZOK1135,PC-0590,,Disconnect
{C4W1-Q1IJ03NA-9608EKHN},01-04-2010 12:43,JJF3233,PC-5293,R:\;R:\JJF3233,Connect
{M2T6-P6VG11ZK-8870MNZH},01-04-2010 12:43,ADL2020,PC-1031,R:\;R:\21KkPz0;R:\62nY8J2;R:\ADL2020,Connect
{J4Z2-D7IH64XG-6609RWTM},01-04-2010 12:43,ZOK1135,PC-0590,R:\;R:\ZOK1135,Connect
{S8U5-A9WN75CY-6361BKYX},01-04-2010 12:43,SBB1748,PC-3684,R:\;R:\898RwH8;R:\SBB1748,Connect
{H6Y1-P8YW61BP-9924ZWQO},01-04-2010 12:43,ADL2020,PC-1031,,Disconnect
{J8Y8-M4FG67BE-4070LEQS},01-04-2010 12:44,KWH0173,PC-6059,R:\;R:\34Zd933;R:\63T7277;R:\KWH0173,Connect
{M3D9-D9CA05XV-2414CYJL},01-04-2010 12:44,LJB1898,PC-8375,R:\;R:\LJB1898,Connect
{D0A2-M8GU83XC-1528NOQX},01-04-2010 12:44,DAM3983,PC-1527,,Disconnect
{W1I6-P2LU50VC-8616SLPW},01-04-2010 12:44,SUJ0931,PC-0547,R:\;R:\16YFN81;R:\44zQsg0;R:\484tS39;R:\96Mq713;R:\SUJ0931,Connect
{C0J0-V5YF04SU-0020OIGF},01-04-2010 12:44,ZJK3088,PC-6780,R:\;R:\223LPn8;R:\663WtH8;R:\ZJK3088,Connect
{V3N6-N3AE85ZM-0645IECC},01-04-2010 12:44,AFW2487,PC-3129,,Disconnect
{Z3F6-L2VN00NG-6062GWPH},01-04-2010 12:45,HYW0980,PC-3704,R:\;R:\HYW0980,Connect
{F9X1-I6CA89VI-6014RSRH},01-04-2010 12:45,RPW0421,PC-2218,R:\;R:\RPW0421,Connect
{L6Q5-I3HU76ZY-6700DCOF},01-04-2010 12:45,IFD3423,PC-3470,,Disconnect
{N1I9-H8CL03UU-1180JINN},01-04-2010 12:46,RGB1235,PC-0496,R:\;R:\RGB1235,Connect
{Q4X5-V5QX11SR-5412BJGE},01-04-2010 12:46,TSW1744,PC-6575,R:\;R:\TSW1744,Connect
{V2Q3-W4UW76NI-1410BDTY},01-04-2010 12:46,TLF2709,PC-8836,R:\;R:\TLF2709,Connect
{G3Y2-O1NI07CY-4529WGSZ},01-04-2010 12:46,TSW1744,PC-6575,,Disconnect
{X2G5-Y0ZP74RZ-0168KMOD},01-04-2010 12:46,RAC3245,PC-6828,,Disconnect
{Q6C0-M5HX54LS-2966VFMP},01-04-2010 12:46,MDB2114,PC-4789,,Disconnect
{A9W0-M1CD78MJ-4737HGLI},01-04-2010 12:46,LEM1739,PC-8254,,Disconnect
{M4O5-D1FO80VS-6899LMVP},01-04-2010 12:47,FOG0204,PC-3042,,Disconnect
{T7H5-O4NT32HV-3183ORCI},01-04-2010 12:47,SUJ0931,PC-0547,,Disconnect
{T8N7-P0EE33ZE-5149MBYJ},01-04-2010 12:47,DIE1614,PC-1213,R:\;R:\29X36B6;R:\32p1fP4;R:\34czZ41;R:\DIE1614,Connect
{J9D1-U1FQ26NR-1010EYDN},01-04-2010 12:47,SCY0747,PC-2153,R:\;R:\25t1967;R:\31Q9Dj4;R:\45QlsJ0;R:\99V6237;R:\SCY0747,Connect
{H1F8-V0VD80RE-7524LFUR},01-04-2010 12:47,CKG0305,PC-4087,,Disconnect
{R2D6-G6MP39CC-6045ICOU},01-04-2010 12:47,JJF3233,PC-5293,,Disconnect
{Z3T6-I9GG66IW-2053MMFM},01-04-2010 12:47,BLM0615,PC-4420,,Disconnect
{K9J5-S9CT41LO-0522XBFH},01-04-2010 12:47,ANV3529,PC-4327,,Disconnect
{W5Z9-U3WN00IU-9012GSCL},01-04-2010 12:47,VAG3607,PC-7803,,Disconnect
{S3A8-K8QQ91YH-5617EQXB},01-04-2010 12:47,BKF0596,PC-1744,R:\;R:\62f19C6;R:\BKF0596,Connect
{D3L2-W4NW80QV-8218QDVQ},01-04-2010 12:48,CAM3092,PC-6503,R:\;R:\21vz4D2;R:\384DG59;R:\54zD663;R:\61VcDz0;R:\CAM3092,Connect
{C1P4-Y3CJ74EG-4932FRVC},01-04-2010 12:48,GKK0677,PC-9642,R:\;R:\18J8487;R:\22Nbnh0;R:\59g95l6;R:\59v3577;R:\GKK0677,Connect
{U0P4-P1WT96TY-0991HFKQ},01-04-2010 12:48,HCL2011,PC-6428,R:\;R:\32tBHf0;R:\61gCp61;R:\78rXG11;R:\HCL2011,Connect
{P3O1-T3XM80UR-2113VVNJ},01-04-2010 12:48,ASW2718,PC-3686,,Disconnect
{H4J8-A7IL28VF-2957RNCN},01-04-2010 12:48,WAM0240,PC-4469,R:\;R:\31fZgX0;R:\WAM0240,Connect
{S9Q0-L2PP74GR-5416QBKH},01-04-2010 12:48,ECK0070,PC-9955,R:\;R:\ECK0070,Connect
{A9W7-M6DM11ED-7809JXLG},01-04-2010 12:48,ZOK1135,PC-0590,,Disconnect
{Z0N0-Z5PG02KG-3302MFHK},01-04-2010 12:48,HLJ2872,PC-6614,,Disconnect
{F5B5-U8KF40HW-0778PPWC},01-04-2010 12:48,TSW1744,PC-6575,R:\;R:\TSW1744,Connect
{I6Q7-C3ET84UB-7801QJGL},01-04-2010 12:48,YMG1240,PC-6971,,Disconnect
{I0N7-X2NI04FD-4504VFDV},01-04-2010 12:48,NJL3166,PC-6548,R:\;R:\75Q54Q6;R:\78h15v6;R:\NJL3166,Connect
{X4R3-Z1FI76XC-1312OTGP},01-04-2010 12:48,JHH3615,PC-0248,,Disconnect
{J6D3-H0JF49JQ-4563RKSD},01-04-2010 12:49,CLW2894,PC-4639,R:\;R:\CLW2894,Connect
{H5B6-D0TO45BJ-7032JTVU},01-04-2010 12:49,JCB2204,PC-7354,R:\;R:\31Q9FB4;R:\JCB2204,Connect
{A1K2-J7JA19AQ-9847UFZO},01-04-2010 12:49,CMM0105,PC-6781,R:\;R:\74kyXG0;R:\79htG21;R:\94r4K65;R:\CMM0105,Connect
{K6L2-I6FH34BW-6571IKDO},01-04-2010 12:49,SES3390,PC-9662,R:\;R:\43fb623;R:\57xn623;R:\84nrJm0;R:\968Bp69;R:\SES3390,Connect
{V3L5-E1MA47FF-3827MEWX},01-04-2010 12:49,ZJK3088,PC-6780,,Disconnect
{I4U5-T2GU15HW-5233RFHK},01-04-2010 12:49,CAK0160,PC-0658,R:\;R:\32zMwb0;R:\91F53l6;R:\92kzkZ0;R:\93ZTP91;R:\CAK0160,Connect
{S4E2-J2JT75YL-9325GEJA},01-04-2010 12:49,QAG1899,PC-2376,R:\;R:\QAG1899,Connect
{H5F0-X9XY67QT-9979WUKB},01-04-2010 12:49,JJF3233,PC-5293,R:\;R:\JJF3233,Connect
{R8K9-B3BI67MJ-3517UNQF},01-04-2010 12:49,AIP0184,PC-2225,R:\;R:\AIP0184,Connect
{O3F9-U1BD51HL-2114LTNO},01-04-2010 12:49,BLN0894,PC-9018,R:\;R:\BLN0894,Connect
{Q5U1-A8SJ63BZ-3113CDGF},01-04-2010 12:49,DEA2497,PC-6057,R:\;R:\46T5mQ4;R:\48r8957;R:\722FM29;R:\DEA2497,Connect
{C4N1-V1TT60HL-7162BZOC},01-04-2010 12:49,CAM3092,PC-6503,,Disconnect
{J0W2-F3MJ46ZO-5748NUAI},01-04-2010 12:50,CHS2823,PC-2766,,Disconnect
{M5N4-W7CY76TU-9102USUC},01-04-2010 12:50,HOV1997,PC-5843,R:\;R:\22M5497;R:\256Vz69;R:\456Lh69;R:\97DCv11;R:\HOV1997,Connect
{K2R8-C7LM56UU-1456FWCT},01-04-2010 12:50,EAC0410,PC-8742,R:\;R:\24BbDN0;R:\56P9pC4;R:\81tRpx0;R:\99WdX71;R:\EAC0410,Connect
{A1K3-L2QL25QQ-5059PZVY},01-04-2010 12:50,EFS3999,PC-0076,R:\;R:\EFS3999,Connect
{M5M8-F4OR70TT-9625MRPG},01-04-2010 12:50,JCL2626,PC-9929,R:\;R:\14GT3L2;R:\21r19h6;R:\JCL2626,Connect
{I3Z1-B8EI83YE-3624IOXB},01-04-2010 12:50,ECK0070,PC-9955,,Disconnect
{K0Z3-K1MX48LE-7060QDDH},01-04-2010 12:50,PZM0984,PC-5494,R:\;R:\21g5bm4;R:\313qY19;R:\38MqDT0;R:\398BGT8;R:\PZM0984,Connect
{G7V4-R1GL01EH-5121OZXK},01-04-2010 12:50,SCY0747,PC-2153,,Disconnect
{T7Q7-W8RN08IB-8707ECYR},01-04-2010 12:51,HCL2011,PC-6428,,Disconnect
{F2R9-P9NA61JN-0452KEHR},01-04-2010 12:51,YDS2418,PC-9688,R:\;R:\979tvm8;R:\YDS2418,Connect
{B2J2-Z1HV99FG-5512RKTD},01-04-2010 12:51,VYM1222,PC-6984,,Disconnect
{X1G4-B8PO71HF-7873RNCG},01-04-2010 12:52,MAR1422,PC-1050,,Disconnect
{Y9J6-Z0KS07VC-8848EDDB},01-04-2010 12:52,ACR1367,PC-1725,,Disconnect
{U2B4-S8XR16RE-8023AIUG},01-04-2010 12:52,WRN2946,PC-5863,R:\;R:\31V1CS4;R:\85q48n6;R:\WRN2946,Connect
{W6H1-C4TI99GH-0141SMFN},01-04-2010 12:52,CWG3213,PC-3912,,Disconnect
{W9X7-J1IG71DC-8248IIVY},01-04-2010 12:52,LIC3132,PC-7780,,Disconnect
{D8F6-C2UR08QX-9451GLEY},01-04-2010 12:52,CTS3428,PC-4598,R:\;R:\12bl1V2;R:\625pbR8;R:\97Q1Bh4;R:\CTS3428,Connect
{A1D0-H9TX62LI-1027DYYS},01-04-2010 12:53,RBK1607,PC-8206,,Disconnect
{O0J9-G8YZ91KJ-6702XGOQ},01-04-2010 12:53,CAH0440,PC-7210,,Disconnect
{D4I4-D1XX27NJ-2810VFIL},01-04-2010 12:53,DEA2497,PC-6057,,Disconnect
{R7K0-U6NU50ME-2174MGNE},01-04-2010 12:53,YDS2418,PC-9688,,Disconnect
{O7E0-I6EQ38CU-5026NLSD},01-04-2010 12:53,GSG0862,PC-4752,R:\;R:\62yf5P2;R:\GSG0862,Connect
{H5I2-G6RY75ZM-8145HRHV},01-04-2010 12:53,ING3393,PC-2927,,Disconnect
{U0N0-I1FZ72FF-8819ETCZ},01-04-2010 12:53,HLD3293,PC-1217,R:\;R:\16rl543;R:\24DZ9s2;R:\31pZ233;R:\666dB39;R:\HLD3293,Connect
{X4F3-K1OK33OD-8714BUUF},01-04-2010 12:53,GLV1226,PC-9514,R:\;R:\GLV1226,Connect
{O3W5-A0SF71XE-2096TZMR},01-04-2010 12:54,EAC0410,PC-8742,,Disconnect
{W3Q6-J9PZ87US-1007GYPW},01-04-2010 12:54,HLD3293,PC-1217,,Disconnect
{D2K8-F4DJ35KV-1600FSVN},01-04-2010 12:54,VBC0289,PC-1836,R:\;R:\292KbR8;R:\47FR7J2;R:\781KT89;R:\79ZFPN0;R:\VBC0289,Connect
{H9M8-E1GF00VL-1354TRWB},01-04-2010 12:54,MCG3960,PC-1306,,Disconnect
{E1H5-H1HU83NT-0066EXUC},01-04-2010 12:55,AHF0446,PC-6263,,Disconnect
{Y5C2-X9PV46DM-1509DXWK},01-04-2010 12:55,LNP3933,PC-8583,,Disconnect
{H3M8-E6UE16UG-5451SMYE},01-04-2010 12:55,GHL0128,PC-3086,,Disconnect
{R6N4-S6OY15RZ-4368JHLI},01-04-2010 12:55,JLK0238,PC-9919,R:\;R:\59pv9h2;R:\68Hw793;R:\869tRz8;R:\91XgqM0;R:\JLK0238,Connect
{A2K2-U9FM08YO-6625OBFW},01-04-2010 12:55,LHM2675,PC-0687,,Disconnect
{B2X3-K6LA40TN-2802HKAA},01-04-2010 12:55,AIP0184,PC-2225,,Disconnect
{Z7V6-A0IF32PT-1390MYUW},01-04-2010 12:55,PWE1562,PC-5650,,Disconnect
{I0Y1-S8QC19LM-8111DOPW},01-04-2010 12:56,OVR3330,PC-2929,R:\;R:\OVR3330,Connect
{M2B4-Q8PO99AZ-0400WBHV},01-04-2010 12:56,PKG0523,PC-9974,,Disconnect
{H1L7-T3PW96ZJ-3363FAGI},01-04-2010 12:56,BMS3133,PC-7732,R:\;R:\BMS3133,Connect
{M5H3-V2LV28GY-3798UGGV},01-04-2010 12:56,EAC0410,PC-8742,R:\;R:\24BbDN0;R:\56P9pC4;R:\81tRpx0;R:\99WdX71;R:\EAC0410,Connect
{Y6Z1-E0LA40WB-4001NORP},01-04-2010 12:56,RTN3211,PC-8086,,Disconnect
{B1M9-Y9NG28OQ-7606HSLR},01-04-2010 12:56,QBF2137,PC-1680,,Disconnect
{S6X3-A7QN49HJ-5101BJVM},01-04-2010 12:57,SGB1797,PC-2856,,Disconnect
{T5R4-Z7XC27LO-8596YAIJ},01-04-2010 12:57,JIS3135,PC-7515,,Disconnect
{V4P5-L9IK17SF-0331WBHQ},01-04-2010 12:57,HOV1997,PC-5843,,Disconnect
{P6M6-A1CW13ML-5189DHFB},01-04-2010 12:57,EAC0410,PC-8742,,Disconnect
{O3P3-C8CH12LF-9630BMQK},01-04-2010 12:58,HSG0209,PC-0098,R:\;R:\544GG39;R:\HSG0209,Connect
{H2B8-M8WH18LF-0770SNCB},01-04-2010 12:58,BLN0894,PC-9018,,Disconnect
{Q6J0-X7AJ38MU-9768QRSQ},01-04-2010 12:58,LJB1028,PC-9706,R:\;R:\36qfCW0;R:\451KyJ8;R:\66xd1g2;R:\LJB1028,Connect
{P5E6-C1VA85EX-2377AWCV},01-04-2010 12:58,BKF0596,PC-1744,,Disconnect
{Q6I4-Z9TL36BA-7788GOIJ},01-04-2010 12:58,WAM3564,PC-7509,,Disconnect
{S1O8-K4RI87ZO-1101PRXB},01-04-2010 12:59,CMO1981,PC-0957,R:\;R:\29jQH61;R:\567kmz8;R:\CMO1981,Connect
{C6J1-E2AM59CW-9722QNCG},01-04-2010 12:59,DEA2497,PC-6057,R:\;R:\46T5mQ4;R:\48r8957;R:\722FM29;R:\DEA2497,Connect
{N8C4-Q2PD33AD-9702KRBX},01-04-2010 12:59,TLM1413,PC-4852,,Disconnect
{G6W5-J6XD07XS-2726BOYG},01-04-2010 12:59,BMH0872,PC-8654,R:\;R:\48pX7K2;R:\BMH0872,Connect
{R7I2-T2EA17HL-9613YHTM},01-04-2010 12:59,HSG0209,PC-0098,,Disconnect
{V2H9-T5HM17KU-7838TLBZ},01-04-2010 12:59,DEA2497,PC-6057,,Disconnect
{P1K2-S8NW88LM-0311XLUT},01-04-2010 12:59,KMM1609,PC-5021,R:\;R:\13sfD61;R:\345yJ69;R:\68B49V6;R:\88hkKW0;R:\KMM1609,Connect
{Y2R1-H9YQ81SU-3544PUOB},01-04-2010 12:59,ANV3529,PC-4327,R:\;R:\15P2d25;R:\48vH2W2;R:\839sv69;R:\ANV3529,Connect
{J7E7-N0KE82DR-6012NUOL},01-04-2010 13:00,KCW2926,PC-8796,,Disconnect
{G1B4-U0ZE41IM-0390EMDY},01-04-2010 13:00,SDB0283,PC-4385,,Disconnect
{M4E4-D4RI42JM-5661KBTJ},01-04-2010 13:00,WAM3564,PC-7509,R:\;R:\22Sk923;R:\32W3Y25;R:\47v2tl4;R:\97n13k6;R:\WAM3564,Connect
